Daytime/evening attendance,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,0,0,1,0,0,19,6,6,11.5,6,6,11.16666667,Graduate
1,0,0,1,0,0,18,6,6,13.66666667,6,6,12.33333333,Graduate
0,0,0,1,0,0,28,14,11,11.27272727,11,10,12,Graduate
1,0,0,1,0,0,22,6,5,13.16666667,6,5,12.4,Enrolled
0,0,0,1,0,1,21,6,6,14.66666667,6,6,14.16666667,Graduate
1,0,0,1,0,0,21,6,4,12.75,6,1,11,Enrolled
1,1,0,1,0,0,26,7,5,11.2,8,5,12.14,Enrolled
1,0,1,0,0,0,18,6,5,13,6,5,11.4,Dropout
1,0,0,0,0,0,20,5,2,10.5,5,2,12.33333333,Dropout
1,0,0,1,0,0,18,6,6,14.85714286,6,6,14,Graduate
1,0,0,1,0,1,19,8,7,12.86,8,7,12.86,Graduate
1,0,0,1,0,0,20,11,11,11.72727273,11,11,12,Graduate
1,0,0,1,0,1,22,6,6,13.14285714,6,3,12,Graduate
1,0,1,1,0,0,18,6,5,11.8,6,4,13.71428571,Dropout
1,0,0,1,0,0,19,5,3,10.66666667,5,0,0,Dropout
1,0,0,1,0,1,18,6,5,11.6,6,4,11.2,Enrolled
1,0,0,1,0,0,20,6,3,10.33333333,6,3,10.33333333,Enrolled
1,1,0,1,0,0,19,6,4,12.25,6,3,11,Enrolled
1,0,0,1,0,0,19,6,6,12,6,4,12.75,Enrolled
1,0,0,1,0,0,19,8,7,14.73142857,8,7,14.73142857,Graduate
1,0,0,1,0,0,18,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,21,13,13,13.61538462,12,12,14.25,Graduate
0,0,0,1,0,0,27,5,5,15.8,5,5,14.8,Graduate
1,0,0,1,0,0,19,6,6,14.66666667,6,6,14.57142857,Graduate
1,0,0,1,0,0,25,5,0,0,5,0,0,Dropout
1,0,0,1,0,1,18,8,7,14.65428571,8,7,14.65428571,Graduate
1,0,0,1,0,0,24,8,7,12.40142857,8,7,12.40142857,Graduate
1,0,0,1,0,0,20,7,7,11.5875,8,7,14.07142857,Graduate
0,0,0,1,0,0,26,5,5,14,5,5,15.6,Graduate
1,0,0,1,0,1,20,6,6,12.33333333,6,6,11.83333333,Graduate
1,0,0,1,0,0,18,5,5,14,5,5,15.4,Graduate
1,0,0,1,0,0,19,6,6,15.23076923,6,6,12.375,Graduate
1,0,0,1,0,0,23,6,5,11.6,6,3,11,Dropout
1,0,0,1,0,1,18,7,6,11.6,7,6,11.6,Graduate
1,0,0,1,0,0,18,7,0,0,8,0,0,Dropout
1,0,0,1,0,1,19,7,7,12.90142857,8,8,13.09444444,Graduate
0,0,0,1,0,0,30,7,7,14.14285714,5,5,14.8,Graduate
1,0,0,1,0,0,29,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,19,8,8,13.25375,8,8,13.25375,Graduate
1,0,0,1,0,0,20,7,7,13.78571429,8,8,14.1,Graduate
1,0,0,1,0,0,20,7,6,13.91666667,7,6,13.91666667,Graduate
1,0,0,1,0,0,19,6,6,13.5,6,6,13.57142857,Graduate
1,0,0,1,0,0,20,5,3,11.33333333,5,2,10.66666667,Enrolled
1,0,0,1,0,0,21,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,19,6,5,11.5,6,4,14.6,Graduate
1,0,0,1,0,1,18,8,7,12.08285714,8,7,12.08285714,Graduate
0,0,0,1,0,1,27,6,6,11.83333333,6,5,12.8,Graduate
1,0,0,1,0,1,19,5,5,13.4,5,5,12.4,Graduate
1,0,0,1,0,1,19,7,0,0,7,0,0,Dropout
1,0,0,1,0,0,19,6,5,14.2,6,6,14.57142857,Graduate
1,0,0,1,0,1,18,8,7,13.81428571,8,7,13.81428571,Graduate
1,0,0,1,0,1,20,6,4,11.25,6,6,10.5,Enrolled
1,0,0,1,0,1,18,6,6,14.5,6,6,13.66666667,Graduate
1,0,0,1,0,0,19,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,36,7,6,11.3,7,6,11.3,Graduate
1,0,0,1,0,0,18,2,0,0,4,1,16,Enrolled
1,0,1,1,0,0,18,5,1,12,5,3,12,Enrolled
1,0,0,1,0,0,19,8,7,12.3,8,7,12.3,Graduate
1,0,0,1,0,1,18,8,7,12.69428571,8,7,12.69428571,Graduate
1,0,0,1,0,0,18,5,4,11,5,4,11,Graduate
1,0,0,1,0,1,19,6,6,13,6,6,14.16666667,Graduate
1,0,0,1,0,1,19,7,7,14.4125,8,8,16.05,Graduate
1,0,0,1,0,0,18,7,7,12.92875,8,8,14.0625,Dropout
1,0,0,1,0,0,20,6,6,13.33333333,6,5,12.8,Graduate
1,0,0,1,0,1,20,6,5,12.8,6,5,12.8,Enrolled
1,0,0,1,0,0,20,8,7,14.40285714,8,7,14.40285714,Graduate
1,0,0,1,0,1,18,8,7,13.38142857,8,7,13.38142857,Graduate
1,0,0,1,0,0,18,7,7,14.13125,8,8,13.98375,Graduate
1,0,0,1,0,0,19,5,5,11.71428571,5,5,12.6,Graduate
1,0,0,1,0,0,19,5,5,11.8,5,4,11.25,Enrolled
0,0,0,1,0,0,44,6,6,11.16666667,6,2,11,Graduate
1,0,0,1,0,0,32,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,22,6,5,13.6,6,5,12,Dropout
1,0,0,1,0,0,36,12,12,13.84615385,12,11,14.09090909,Graduate
1,0,0,1,0,1,18,6,6,12.5,6,6,13.33333333,Graduate
1,0,0,1,0,0,20,5,5,16.4,5,5,14.6,Graduate
1,0,0,1,0,1,20,11,11,13.81818182,11,11,13.45454545,Graduate
1,0,0,1,0,0,19,6,5,10.6,6,4,10.5,Graduate
1,0,1,1,0,0,24,5,5,10.2,5,5,12.2,Graduate
1,0,0,1,0,0,20,6,5,10.6,6,4,10.4,Enrolled
0,0,0,1,0,0,27,10,9,11.44444444,11,5,10.8,Dropout
1,0,0,1,0,0,20,6,5,14.33333333,8,8,12.625,Enrolled
1,0,0,1,0,1,23,16,16,13,13,13,13.26666667,Graduate
1,0,0,1,0,1,18,8,8,13.31,8,8,13.31,Graduate
1,0,0,1,0,1,18,6,5,10.57142857,6,5,12.2,Graduate
1,0,0,1,0,1,20,8,7,13.48714286,8,7,13.48714286,Graduate
1,0,0,1,0,1,20,6,6,12.33333333,6,6,11.83333333,Graduate
1,0,0,1,0,0,23,6,6,11.875,6,5,12.83333333,Dropout
1,0,0,1,0,0,20,7,6,13.96666667,7,6,13.96666667,Graduate
1,0,0,0,0,0,28,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,21,5,4,11.5,5,5,12.8,Graduate
1,0,0,1,0,0,21,2,2,12.5,7,0,0,Dropout
1,0,0,1,0,0,28,7,0,0,8,0,0,Dropout
1,1,0,1,0,0,18,7,6,11.98,8,7,13.225,Graduate
1,0,0,1,0,1,21,6,5,13.2,6,5,11.8,Enrolled
1,0,0,1,0,0,19,7,6,11.61428571,8,8,14.0375,Graduate
1,0,0,1,0,1,18,8,7,14.31428571,8,7,14.31428571,Graduate
1,0,0,1,0,0,19,7,0,0,8,0,0,Dropout
1,0,0,1,0,0,20,6,6,12.66666667,6,2,13,Enrolled
1,0,0,1,0,1,20,7,6,12.76666667,8,7,12.12857143,Graduate
1,0,0,1,0,1,18,6,6,12.66666667,6,5,12.2,Graduate
1,0,0,1,0,0,20,6,6,11.5,6,4,10.57142857,Dropout
1,0,0,1,0,0,31,6,5,11.4,6,4,11.75,Dropout
1,0,0,1,0,1,19,7,7,14.70625,8,8,14.4775,Graduate
1,0,0,1,0,1,19,7,6,11.81428571,8,7,13.54285714,Graduate
1,0,0,1,0,0,23,6,6,13,6,6,11.875,Graduate
1,0,0,1,0,0,19,6,6,14.85714286,6,6,13.33333333,Graduate
1,0,0,1,0,0,20,7,6,12.6,7,6,12.6,Graduate
1,0,1,1,0,0,22,6,5,13.33333333,6,4,11.4,Enrolled
1,1,0,1,0,0,18,7,6,10.66666667,7,6,12.83333333,Enrolled
1,0,1,0,0,0,27,5,2,11.5,5,1,11,Dropout
1,0,0,1,0,0,29,7,1,10,7,0,0,Dropout
1,0,0,1,0,0,18,6,5,11.8,6,5,12.2,Graduate
1,0,0,1,0,0,18,6,5,11.8,6,6,12.66666667,Graduate
1,0,0,1,0,0,18,8,8,12.77125,8,8,12.77125,Graduate
1,0,0,1,0,0,20,5,3,11.33333333,5,5,12.6,Enrolled
1,0,0,1,0,0,18,6,6,12.66666667,6,5,14.6,Graduate
1,0,0,0,0,0,18,6,5,12.2,6,4,10.83333333,Enrolled
1,0,0,0,0,0,28,5,1,12,4,0,0,Dropout
1,0,0,1,0,1,18,8,7,11.72142857,8,7,11.72142857,Graduate
1,0,0,1,0,0,27,7,4,14,7,3,12.525,Enrolled
1,0,0,1,0,0,26,7,7,14.75,7,5,13.8,Enrolled
1,0,0,1,0,0,18,6,6,12.66666667,6,6,13.66666667,Graduate
1,0,0,1,0,0,18,5,4,13,5,5,14,Dropout
1,1,0,1,0,0,21,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,18,6,4,10.75,6,0,0,Enrolled
0,0,0,0,0,0,32,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,28,5,4,12.5,5,4,11.75,Graduate
0,0,0,0,0,0,40,4,0,0,5,0,0,Dropout
0,0,1,0,0,0,39,5,0,0,4,0,0,Dropout
1,0,1,0,0,0,39,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,50,6,6,12.5,6,5,12.4,Graduate
1,0,0,1,0,0,23,6,5,12.8,6,3,11.66666667,Dropout
0,0,0,1,0,0,48,6,1,10,6,1,11,Dropout
1,0,0,1,0,0,23,6,4,11.25,6,5,10.2,Dropout
1,0,0,1,0,1,18,8,7,12.61,8,7,12.61,Graduate
1,0,0,1,0,0,18,5,2,12,5,5,12.6,Graduate
1,0,0,0,0,0,20,6,5,13,6,6,13.5,Graduate
1,0,0,1,0,1,18,5,4,12,5,5,13,Graduate
1,0,0,1,0,0,18,7,4,12,8,0,0,Dropout
1,0,0,1,1,0,31,5,1,12,5,1,11,Dropout
1,0,0,1,1,0,24,5,1,12,5,3,10.5,Enrolled
1,0,0,1,1,0,24,0,0,0,0,0,0,Graduate
1,0,1,0,1,0,26,5,0,0,5,0,0,Dropout
1,0,1,1,1,0,18,6,5,13.625,6,4,11.75,Dropout
1,0,0,1,1,1,19,5,3,11.66666667,5,3,11.66666667,Enrolled
1,0,0,1,1,0,22,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,18,8,7,11.69,8,7,11.69,Graduate
1,0,1,0,1,0,20,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,25,0,0,0,0,0,0,Graduate
0,0,0,1,1,0,24,5,4,11.5,5,5,11.28571429,Graduate
1,0,0,1,1,0,27,5,1,14,5,0,0,Dropout
1,0,0,1,1,0,21,6,5,11,6,5,12.4,Graduate
1,0,0,1,1,0,21,6,6,12.85714286,6,6,13.16666667,Graduate
1,0,0,1,1,0,19,6,4,12.5,6,6,11.33333333,Dropout
1,0,0,1,1,0,28,7,7,14.52857143,8,8,15.01818182,Graduate
1,0,0,1,1,0,20,5,5,10,5,2,12,Enrolled
1,0,0,1,1,1,21,6,6,13,6,6,12.625,Graduate
1,0,0,1,1,1,18,7,7,15.95714286,8,8,15.18888889,Graduate
1,0,0,1,1,1,18,5,5,13.2,5,5,12.6,Enrolled
1,0,0,1,1,0,20,5,4,10.2,5,3,11,Enrolled
1,0,0,1,1,0,25,5,5,14.2,5,2,13.5,Enrolled
1,0,1,1,1,0,22,6,6,12.625,6,2,14.5,Enrolled
1,0,0,1,1,0,18,8,6,13.49666667,8,6,13.49666667,Enrolled
1,0,0,1,1,0,19,5,5,13.25,5,5,11,Graduate
1,0,0,1,1,0,19,5,3,12,5,3,12,Dropout
1,0,1,0,1,0,25,6,4,13,6,4,13.75,Dropout
1,0,1,1,1,0,21,11,9,11.77777778,8,3,13.66666667,Dropout
1,0,0,1,1,0,19,5,2,11,6,0,0,Dropout
1,0,0,1,1,0,20,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,25,14,14,12.42857143,9,6,10.85714286,Dropout
1,0,0,1,1,0,20,5,3,11,5,3,12,Enrolled
1,0,0,1,1,0,18,0,0,0,0,0,0,Graduate
1,0,1,1,1,0,23,6,3,11.5,6,3,10.66666667,Enrolled
1,0,0,1,1,0,23,8,8,12.5075,8,8,12.5075,Graduate
1,0,0,1,1,0,21,12,11,12.09090909,12,11,12,Graduate
1,0,0,1,1,0,20,5,2,11,5,3,12.66666667,Enrolled
0,0,0,1,1,0,25,5,1,10,5,2,11.33333333,Dropout
1,0,0,1,1,0,18,6,6,13.5,6,5,13.2,Graduate
1,0,0,1,1,0,22,6,6,14.16666667,6,6,13.625,Graduate
1,0,0,1,1,0,27,6,6,14,6,6,14.71428571,Graduate
1,0,0,1,1,0,25,3,0,0,3,0,0,Dropout
1,0,0,1,1,0,18,5,3,11.66666667,5,3,11.33333333,Dropout
1,0,0,1,1,0,20,5,5,14.6,5,5,14.2,Graduate
1,0,0,1,1,0,27,6,5,13,6,5,11.5,Graduate
0,0,0,1,1,0,20,6,6,12.16666667,6,6,12,Graduate
1,0,0,1,1,0,22,5,0,0,5,1,12,Dropout
1,0,0,1,1,0,19,5,3,10.5,5,3,10.8,Dropout
1,0,0,1,1,0,20,5,3,12.4,5,5,10.83333333,Enrolled
1,0,0,1,1,0,19,0,0,0,0,0,0,Graduate
1,0,0,0,1,0,29,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,19,8,7,13.82857143,8,7,13.82857143,Graduate
0,0,0,1,0,1,28,5,5,10.6,5,5,10.2,Enrolled
1,0,0,1,0,0,20,6,6,11.5,6,6,11.66666667,Graduate
1,0,0,1,0,0,20,6,4,13.5,6,6,13.625,Graduate
0,0,0,1,0,0,31,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,18,7,7,12.5375,8,7,12.61428571,Graduate
1,0,0,1,0,0,19,6,6,14.83333333,6,6,13.28571429,Enrolled
1,0,0,1,0,0,18,5,4,12,5,4,12.8,Graduate
1,0,0,1,0,0,19,6,5,11.8,6,5,11.6,Graduate
1,0,0,1,0,1,18,5,5,15,5,5,15.2,Graduate
1,0,0,1,0,0,19,5,3,12,5,5,13.2,Graduate
1,0,0,1,0,1,18,6,6,12.83333333,6,6,12.28571429,Graduate
1,0,0,1,0,0,19,6,6,11.66666667,6,3,12,Graduate
1,0,0,1,0,0,19,7,7,12.1625,8,8,13.825,Graduate
1,0,0,1,0,0,18,6,6,13.83333333,6,6,14.55555556,Graduate
1,0,0,1,0,0,19,7,4,12.45,7,5,11.7,Enrolled
1,0,0,1,0,1,20,6,6,12.125,6,6,13.57142857,Graduate
1,0,0,1,0,0,20,6,5,13.4,6,4,13,Enrolled
1,0,1,1,0,0,20,6,6,13.33333333,6,5,14,Enrolled
0,0,0,1,0,0,29,15,11,11.45454545,13,11,11.54545455,Dropout
1,0,0,0,0,1,20,6,4,12,6,3,10,Dropout
1,0,1,0,0,0,31,7,6,12.66666667,7,5,12.6,Dropout
1,1,0,1,0,0,20,6,6,12.66666667,6,6,13.77777778,Graduate
1,0,0,1,0,0,21,18,18,11.88888889,13,13,11.46153846,Graduate
1,0,0,1,0,0,23,6,0,0,6,0,0,Dropout
1,0,1,0,0,0,21,6,4,13,6,4,11.6,Dropout
1,0,0,1,0,0,24,7,7,16.88571429,8,8,15.74444444,Graduate
0,0,0,1,0,0,27,6,6,12.5,6,6,12.33333333,Graduate
1,0,0,1,0,1,18,7,7,13.05555556,8,8,15.8125,Graduate
1,0,0,0,0,0,21,0,0,0,0,0,0,Dropout
1,0,1,1,0,1,19,5,0,0,5,0,0,Dropout
1,0,0,1,0,1,19,8,7,12.35571429,8,7,12.35571429,Graduate
1,0,0,1,0,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,0,1,18,7,5,11.98,7,5,11.98,Enrolled
1,0,1,1,0,1,20,7,7,13.85714286,7,7,12.57142857,Graduate
0,0,0,1,0,0,24,6,5,13,6,6,14.16666667,Graduate
1,0,0,1,0,0,20,6,6,12.83333333,6,6,11.16666667,Graduate
1,0,0,1,0,0,20,5,4,11,5,5,13.2,Enrolled
1,0,0,1,0,1,19,8,7,12.35714286,8,7,12.35714286,Graduate
1,0,0,1,0,1,18,8,7,13.85714286,8,7,13.85714286,Graduate
1,0,0,1,0,1,20,6,6,12.33333333,6,6,10.66666667,Graduate
1,0,0,1,0,0,20,7,7,12.84714286,8,8,13.78888889,Graduate
1,0,0,1,0,1,19,7,6,12.34,8,8,13.01875,Graduate
1,0,0,1,0,0,19,6,5,12.66666667,6,4,11.75,Enrolled
1,0,0,1,0,0,20,6,6,13.83333333,6,6,12.5,Graduate
1,0,0,1,0,0,19,5,2,10.75,5,2,10,Dropout
1,0,0,1,0,0,19,6,4,13.25,6,4,10.25,Dropout
1,0,0,1,0,1,18,8,8,13.73125,8,8,13.73125,Graduate
1,0,0,1,0,1,23,6,6,13.33333333,6,3,12.66666667,Dropout
1,0,0,1,0,0,21,6,5,12,6,5,10.8,Dropout
0,0,0,1,0,0,23,9,9,10.88888889,8,6,11.33333333,Graduate
1,0,0,1,0,0,19,7,7,13.025,8,8,13.81111111,Graduate
1,0,0,1,0,0,18,6,6,13,6,6,14.16666667,Graduate
1,1,0,1,0,0,19,6,5,11.8,6,5,12,Graduate
1,0,0,1,0,1,25,8,7,12.04285714,8,7,12.04285714,Graduate
1,0,0,1,0,0,19,6,5,12.2,6,4,13,Enrolled
1,0,0,1,0,1,19,7,7,12.8375,8,8,15.5,Graduate
1,0,1,1,0,1,24,7,7,11,8,7,11.7,Graduate
1,0,0,1,0,1,18,6,6,13.5,6,5,14,Graduate
1,0,0,1,0,1,19,6,6,12.125,6,6,12.71428571,Graduate
1,0,0,1,0,1,18,8,7,12.62857143,8,7,12.62857143,Graduate
0,0,0,1,0,0,27,5,3,10.66666667,5,4,11.4,Enrolled
1,0,0,1,0,0,19,6,5,11.2,6,5,11.6,Graduate
1,0,0,1,0,1,18,6,6,12.66666667,6,6,11.83333333,Dropout
1,0,1,0,0,0,34,6,4,13.5,6,0,0,Dropout
1,0,0,1,0,0,18,5,3,11.66666667,5,2,11,Enrolled
1,0,0,1,0,0,18,5,2,10.5,5,3,12.33333333,Enrolled
1,0,0,1,0,0,18,8,8,14.26875,8,8,14.26875,Enrolled
1,0,1,0,0,0,20,6,0,0,6,0,0,Dropout
1,0,0,1,0,1,19,5,2,10.5,5,3,13.33333333,Enrolled
1,0,0,1,0,0,21,6,5,11.2,6,1,10,Enrolled
0,0,0,1,0,0,26,5,5,12,5,5,14.83333333,Graduate
1,0,0,1,0,0,27,7,7,12.22857143,8,8,13.2125,Graduate
1,0,0,1,0,0,20,5,4,11.5,5,4,10.75,Graduate
1,0,0,1,0,0,18,6,6,15.375,6,6,16.42857143,Graduate
1,0,0,0,0,0,23,12,9,13.66666667,9,6,13.5,Enrolled
1,0,0,1,0,0,24,8,7,12.61428571,8,7,12.61428571,Graduate
1,0,0,1,0,1,19,6,5,12.2,6,6,11.5,Graduate
1,0,0,1,0,0,19,6,4,11.75,6,4,11,Graduate
1,0,1,1,0,1,19,6,5,11.4,6,3,10,Enrolled
1,0,1,1,0,0,18,6,5,10.6,6,2,10,Enrolled
0,0,0,1,0,0,22,16,13,10.92307692,13,11,11.45454545,Graduate
1,0,0,1,0,0,20,6,5,12.4,6,5,12.4,Graduate
1,0,0,1,0,0,25,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,21,6,6,15.83333333,6,6,15.5,Graduate
1,0,0,1,0,0,19,7,5,11.8,7,6,11.70833333,Enrolled
1,0,0,1,0,0,18,6,6,12.57142857,6,6,13.66666667,Graduate
1,0,0,1,0,0,18,5,3,12,5,4,13.25,Graduate
1,0,0,1,1,0,19,7,7,13.3625,8,8,14.44444444,Graduate
1,0,0,1,0,1,19,5,5,15.4,5,5,16,Graduate
1,0,1,0,0,0,18,6,5,12.2,6,4,11.75,Dropout
1,0,0,1,0,1,20,11,11,12.81818182,11,11,13.54545455,Graduate
1,0,0,1,0,0,19,7,0,0,8,0,0,Dropout
1,0,0,1,0,0,28,17,17,13.39473684,17,17,13.55473684,Graduate
1,0,0,1,0,1,20,6,6,14.25,6,6,11,Graduate
0,0,0,1,0,0,30,11,9,13.44444444,7,7,14.71428571,Dropout
1,0,0,1,0,1,19,7,7,12.28571429,8,8,11.7375,Graduate
1,0,0,1,0,0,22,6,6,11.66666667,6,5,13.2,Graduate
1,0,0,1,0,0,18,6,6,12.16666667,6,6,13.5,Graduate
1,0,0,1,0,0,23,6,2,10,6,2,11,Dropout
1,0,0,1,0,0,18,6,6,14,6,6,15,Graduate
1,0,0,1,0,0,18,6,5,11.83333333,6,4,12,Enrolled
1,0,1,0,1,0,50,6,1,15,5,0,0,Dropout
1,0,0,1,0,1,19,0,0,0,0,0,0,Graduate
1,0,0,1,0,0,22,6,6,10.83333333,6,6,10.66666667,Graduate
1,0,1,1,0,1,23,6,6,13.14285714,6,6,14,Graduate
1,0,1,0,0,1,20,5,5,14.4,5,5,14,Dropout
1,0,0,0,0,0,44,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,49,12,7,12,12,9,11.22222222,Graduate
0,0,0,1,1,0,46,10,9,12.2,10,10,12.8,Graduate
1,0,0,0,1,0,41,3,3,12.33333333,2,2,11,Dropout
1,0,0,1,1,0,18,7,7,11.8375,8,8,12.48125,Graduate
0,0,0,1,1,0,43,5,5,11.8,5,5,14,Graduate
1,0,1,0,1,0,70,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,48,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,41,19,19,12.68421053,13,13,12.38461538,Graduate
1,0,0,1,1,0,21,6,6,12.57142857,6,4,13,Enrolled
1,0,1,0,1,0,35,7,3,11.25,7,0,0,Dropout
1,0,0,1,1,0,44,5,4,14,5,4,15.5,Graduate
1,0,1,1,1,0,18,5,4,13.33333333,5,2,13.5,Dropout
0,0,0,1,1,0,45,6,6,13.66666667,6,6,13.66666667,Graduate
1,0,0,1,1,0,20,6,3,10,6,5,10.8,Enrolled
1,0,0,1,1,0,22,6,5,12.6,6,6,11.71428571,Graduate
1,0,0,1,1,0,39,5,3,17.33333333,5,1,17,Dropout
1,0,0,0,1,0,20,6,5,13.2,6,3,12,Enrolled
1,0,0,1,1,0,49,5,3,14,5,3,13.66666667,Dropout
1,0,0,1,1,0,43,4,4,13.875,1,1,12.5,Dropout
0,0,0,1,1,0,32,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,47,9,9,13.11111111,7,7,14.85714286,Graduate
0,0,0,1,1,1,37,5,5,13,5,4,13.33333333,Dropout
0,0,0,1,1,0,41,10,10,12.5,7,7,12.14285714,Graduate
1,0,0,1,1,0,60,18,18,14.11111111,13,13,14.23076923,Graduate
1,0,0,1,1,0,47,11,11,14.72727273,9,9,15.77777778,Graduate
0,0,1,0,1,0,50,6,0,0,5,0,0,Dropout
0,0,0,1,1,0,45,5,0,0,5,0,0,Dropout
1,0,1,0,1,0,45,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,33,5,4,13.5,5,5,11.6,Graduate
1,0,0,1,1,0,18,8,7,13.10571429,8,7,13.10571429,Graduate
1,0,0,1,1,0,43,5,5,13.5,5,5,14.4,Graduate
0,0,0,1,1,0,44,13,13,11.84615385,11,11,12,Graduate
1,0,0,1,1,0,29,5,0,0,5,0,0,Dropout
1,0,1,0,1,0,53,6,3,14.33333333,6,0,0,Dropout
0,0,0,1,1,0,37,5,5,15.8,5,5,17.6,Enrolled
1,0,0,1,1,0,18,6,5,13.8,6,5,12.4,Enrolled
1,0,1,1,1,0,35,10,6,12.66666667,9,3,12,Dropout
1,0,0,1,1,0,23,6,6,13,6,6,12,Enrolled
1,0,0,1,1,0,22,0,0,0,0,0,0,Graduate
0,0,0,0,1,0,33,6,1,11,6,0,0,Dropout
1,0,0,0,1,0,41,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,51,7,7,15.2,8,8,16.575,Graduate
1,0,0,1,1,0,19,6,6,14.42857143,7,7,14.375,Graduate
0,0,0,1,1,0,35,5,0,0,5,0,0,Dropout
1,0,0,1,1,0,20,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,18,6,4,13.75,6,5,11.2,Enrolled
1,0,1,0,1,1,18,6,5,12.16666667,6,3,12,Dropout
1,0,0,1,1,0,21,6,5,12.14285714,6,5,11.66666667,Graduate
1,0,0,1,1,0,21,6,6,12,6,5,11.6,Graduate
1,0,0,1,1,0,34,5,3,11.66666667,5,4,12.75,Graduate
1,0,0,1,1,0,34,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,21,6,6,11.875,6,5,12,Graduate
1,0,0,1,1,0,32,11,7,11.28571429,7,6,12.33333333,Enrolled
1,0,0,1,1,0,30,6,2,10,6,3,11.33333333,Dropout
1,0,1,1,1,0,19,12,11,12,11,10,11.18181818,Enrolled
1,0,0,1,1,0,20,7,6,13.83333333,6,5,13,Dropout
1,0,0,1,1,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,1,0,19,6,6,14.42857143,6,6,12.5,Graduate
1,0,0,1,1,0,18,7,5,14.2,7,6,12.4,Dropout
0,0,0,1,1,0,27,5,4,11.5,5,3,10.33333333,Dropout
1,0,0,1,1,0,52,6,5,13,6,6,15,Graduate
1,0,0,0,1,0,29,6,0,0,6,0,0,Dropout
1,0,1,0,1,0,22,6,3,11.33333333,6,2,11,Dropout
1,0,0,1,1,0,28,18,18,12.5,13,12,11.42857143,Graduate
1,0,0,1,1,0,30,5,0,0,5,0,0,Dropout
1,0,0,1,0,0,18,7,7,13.47142857,8,8,13.94444444,Graduate
1,0,0,1,0,0,21,5,4,11.75,5,3,13.33333333,Graduate
1,0,1,1,0,1,20,6,6,13.33333333,6,6,14.66666667,Graduate
1,0,0,1,0,1,21,8,8,13.105,8,8,13.105,Graduate
0,0,1,0,0,0,32,5,0,0,5,0,0,Dropout
1,0,0,1,1,1,20,6,6,15.5,6,6,12.16666667,Graduate
1,0,1,0,1,0,19,0,0,0,0,0,0,Dropout
1,0,1,0,1,0,18,6,4,11.25,6,3,12.33333333,Dropout
0,0,0,0,1,0,23,15,12,11,14,11,11.36363636,Dropout
1,0,0,1,1,0,20,6,6,12.33333333,6,4,13,Graduate
1,0,0,1,0,0,46,9,8,11.375,5,5,11.8,Graduate
1,0,0,1,1,0,27,18,18,12.22222222,12,12,12.38461538,Graduate
1,0,0,1,1,0,20,0,0,0,0,0,0,Enrolled
0,0,0,1,1,0,41,9,9,12,7,6,12,Graduate
1,0,1,1,1,0,40,5,1,11,5,1,10,Enrolled
0,0,0,1,1,0,37,16,16,14.125,11,10,13,Graduate
1,0,0,1,1,0,20,5,5,10.2,5,5,11.2,Enrolled
1,0,0,1,0,0,20,5,4,12,5,4,12.4,Enrolled
0,0,0,1,0,0,26,9,9,12.33333333,7,7,12.57142857,Graduate
0,0,0,1,1,0,54,9,9,14.33333333,7,7,13.85714286,Graduate
1,0,0,1,1,0,21,6,6,15.16666667,6,6,14,Graduate
1,0,0,1,0,1,20,6,6,15.14285714,6,6,15.14285714,Graduate
1,0,0,1,0,0,18,6,0,0,6,0,0,Dropout
1,0,0,1,0,0,19,7,6,13.41142857,8,7,13.29444444,Enrolled
1,0,0,1,0,0,18,6,6,12.33333333,6,6,12.16666667,Graduate
1,0,0,1,0,0,19,6,4,11.8,6,4,12.2,Enrolled
1,0,1,1,0,0,22,6,6,12,6,3,12,Dropout
1,0,0,1,0,0,19,6,6,15,6,6,15.625,Graduate
